Name,Dominant Topic, Percentage of Positive Sentiment,Review Quality Index,Comment,Speciality,Number of Review,Bayesian Adjusted Rating
Dr. Tracy B. HEMMERDINGER,Staff,1,0.25320473,"Dr. Bohn is one of the best doctors I have ever worked with. She is considerate, attentive and super organized. You will not find a better doctor in all of NYC. I was not her patient, but had an emergency and needed medecide. She fit me in and helped me. She also provided me emotional support over the phone when I was not feeling well.",Gynecologist (OBGYN),6,4.049528302
Dr. Trenton Collier,Punctuality,0.4,0.913058197,"I saw him last year and it was a teribleexperience. He didn't lisyen/belittled every symptom and previous diagnosis I had. All this would be still okay, but I told him I was trying to get pregnant and he advised that I should take the TDAP vaccine(pretty painful) and I would not have to take it again during pregnancy. I am pregnant now and my OB said that pregnant women have to take it during the 36th week irrespective of whether they had taken previously. So now I had to take the painful vaccine again today. A good internist should have known this and saved me the pain of taking the vaccine twice in 1.5 years. ",Internist / Geriatrician,14,3.969298246
Dr. Trenton Collier,Konwledge,1,0.915031752,Dr. Collier is an excellent physician. I have referred several friends and family members to him.,Internist / Geriatrician,14,3.969298246
Dr. Trenton Collier,Staff,1,0.961403347,Dr. Collier is a wonderful physician. I am very lucky to have found him.,Internist / Geriatrician,14,3.969298246
Dr. Trevor Born,Punctuality,0.785714286,0.943555016,"I had breast reduction surgery a year ago. At first meeting he comes across as very arrogant but I didn't really care as long as he was a good surgeon. I clearly told him what I wanted and was even told to buy a bra based on the size that we had discussed. When it came time to pay I was told I needed about $400 worth of supplements. This seemed like a money grab, I've had other plastic surgeries in the past and never was asked to take anyting. Like a fool I bought into the sell! I asked for a C Cup and more than a year later they are still a DD. I brought it to his attention a few times and he would just show me the before pics as if to say they are better then they were. Well, they are NOT.The scaring is horrible and painful. The left breast is still larger then the right one He said he can ""fix"" it for another $8K on top of the $10K I already paid. He's only it for the money and hasn't offered me any solutions. I have an appt to see another dr. to see what can be done. Ripped off!","Plastic / Cosmetic Surgeon, Physician",260,4.550472222
Dr. Trevor Born,Konwledge,0.925373134,0.965557776,"The management of my office recently wanted to nominate me for a top 40 under 40 award in the industry. I felt obligated to let them know that I was born before 1975. That pretty much says it all, but I will go on. What I liked most is that I never once feel like he is trying to push unnecessary things on me. In fact he's quite the opposite. I have asked a couple of times if I should get something done and he always gave an honest opinion of what he thought was best for me. Both times he said I could wait as I didn't need it. I actually met with him long before ever doing anything. He met with me and gave me his thoughts. No pressure. I trust him and his staff to do what's best for me. From what I hear from others, that's rare in Toronto! Everyone there is very friendly and helpful. I would highly recommend Dr. Born and his team!","Plastic / Cosmetic Surgeon, Physician",260,4.550472222
Dr. Trevor Born,Staff,0.888888889,0.955357039,"One of the best, been going to him since I was 18. Amazing doctor and staff!","Plastic / Cosmetic Surgeon, Physician",260,4.550472222
Dr. Tuvana Bain,Punctuality,1,0.361658321,"Absolutely agree with previous raves. Enormously thorough, thoughtful and responsive. Just plan nice. AND SHE DOES EMAIL. I can refill prescriptions etc without even getting on the phone. Hugely helpful. Can't recommend her too highly. Staff better than it was when she was at LICH but anywhere near as good as she is.",Internist / Geriatrician,7,4.002336449
Dr. Tuvana Bain,Konwledge,0,0.003507338,"Does anyone have the email address to Dr. Tuvana Bain
I am trying to sell the domain drbane.com",Internist / Geriatrician,7,4.002336449
Dr. Tuvana Bain,Staff,0.75,0.355939674,Dr. Bain is the best primary care physician I have ever had. I have a serious medical condition and she stays in good touch with my GI and always follows up when appropriate. She takes as much time as you need with her and makes smart referrals. She can also be reached on email. What more could you ask for?,Internist / Geriatrician,7,4.002336449
Dr. Tyrone Leadeatt,Staff,1,0.186585695,"Dr. Tyrone Leadeatt and his staff are always accommodating and informative. I most recently went in for a cleaning/whitening and they made every effort to fit me in even with my always changing schedule. All of his staff are always friendly and warm! Dr. Tyrone Leadeatt is thorough with not only his check-ups but any question you have he is more than happy to answer. He's the best out there!
",Dentist,5,4.047619048
Dr. Ulrika A. Holm,Punctuality,0.6,0.888949477,"I visited this female doctor for the first time today for a routine gynecological exam and had a few other questions as well for the doc. So was very thorough, took her time to talk to me and to answer all of my questions in a very knowledgeable way. I highly recommend this doctor",Gynecologist (OBGYN),12,4.075892857
Dr. Ulrika A. Holm,Staff,1,0.821016779,Knowledgeable and firendly doc that took her time with me explaining recommended treatment and workup in detail to me. I inititally came to this doc for a second opinion only but have since made he my gynecologist to keep. I would highly recommend this doc as she was born to be a gynecologisst!!!,Gynecologist (OBGYN),12,4.075892857
Dr. Uri Levy,Punctuality,0.428571429,0.915815025,"My sister had this awful tooth ache and she couldn’t sleep last night so I had to call up Dr. Levy for a consultation schedule. Luckily, Dr. Levy remembered me when I had my teeth cleaned and recognized the emergency. She immediately set us up once we got there and my sister thanks her.",Dentist,39,4.239208633
Dr. Uri Levy,Konwledge,1,0.190313874,"Dr. Levy made me comfortable and explained what treatment I needed, helped me understand how my insurance can be applied and made me a believer again!",Dentist,39,4.239208633
Dr. Uri Levy,Staff,1,0.430516297,"You don't know what you've got til it's gone! My husband and I were patients of Dr. Levy's for several years before we moved out of state. The office staff was always so friendly and personable. They seem to really care about their patients (and you have to love Dr. Levy's mission statement about caring for smiles). Dr. Levy himself is a very good-natured guy; I never experienced any dental problems so my time there was always pretty easy. (Neither I nor my husband was ever ""upsold"" on anything here, either, which seems to be all the rage in LA! Ugh!) I also love that the office sends you birthday and holiday cards.",Dentist,39,4.239208633
Dr. VIERA Hentek,Punctuality,0.5,0.433100325,"Dr. Hentek's office is chaotic. She doesn't take set appointments. It's on a first come-first serve basis. So you could wait for over an hour just to see her. The staff is quite inexperienced, and Dr. Hentek does a lot of time teaching the nurses how to do things. For example, I have never had a problem with having blood taken at any doctor prior to my experience with Dr. Hentek's office. But every time I needed blood drawn by one of the nurses at Dr. Hentek's office, they told me that my veins are small and it was so difficult to draw blood from me. Last time, the nurse who saw me was so desperate to find a vein that she drew blood out of the top of my hand. It just seems like a lack of experience and knowledge. Finally, Dr. Hentek doesn't really seem to care because she has too many patients to manage. She is very hurried, and I always felt she wasn't really listening to me. I started going to her office out of convenience (it was close-by) but quickly switched.",Family Doctor / G.P.,9,3.979357798
Dr. VIERA Hentek,Staff,1,0.854326865,"Dr. Viera Hentek has been my doctor for (38) thirty eight years. I think she is an excellent doctor and is very thorough and always follows up. Her staff, Sara, Claudia and others are always very nice and pleasant. I give Dr. Viera Hentek a (10) meaning the BEST DOCTOR. Patient: Elissa Dorfman",Family Doctor / G.P.,9,3.979357798
